RID,f_ipv4,service_type,program,length_bp,dbid,dbsize_bp,started_at,run_time
T8AANG9D014,-1766725285,11,1,758,3820422,85971353635,2019-10-02T00:36:37.650,45
T8AAN9HF014,2130789544,8,0,10700,62073,251782689291,2019-10-02T00:36:55.527,111
T8AAPYTK014,1734703981,1,0,2592,6154732,251782689291,2019-10-02T00:36:55.683,181
T8AAPCHG014,1415135159,8,0,439,62463,251782689291,2019-10-02T00:36:41.557,9
T8AAPJX1014,-642415918,8,0,173,1335343,180315393294,2019-10-02T00:36:41.460,3
T8AARY0D014,1009934927,1,2,199,3820422,85971353635,2019-10-02T01:16:23.773,209
T8AATMAK014,-149857639,11,1,155,3820422,85971353635,2019-10-02T00:36:42.103,27
T8AAUCPK014,-280258974,8,0,2591,0,123456,2019-10-02T00:36:42.743,2
T8AAU5CH014,-393561051,11,0,431,62063,251782689291,2019-10-02T02:26:09.380,12
T8AAVKK0014,569669132,8,0,2591,0,123456,2019-10-02T00:36:43.790,2
T8AAXPYD014,-1725110381,11,0,188,62063,251782689291,2019-10-02T03:16:13.497,13
T8AAYZMV014,1175086722,1,0,23,6154732,251782689291,2019-10-02T00:36:46.447,12
T8AB27EK014,1739216517,11,0,1469,6154732,251782689291,2019-10-02T00:36:50.840,3
T8AB2GWF014,-1297809019,11,0,602,6154732,251782689291,2019-10-02T00:36:53.480,3
T8AB2AHX014,-1773957255,8,0,304,0,123456,2019-10-02T00:36:50.807,3
T8AB26TV014,210625995,11,0,669,6154732,251782689291,2019-10-02T00:36:50.840,3
T8AB27AA014,530962838,11,0,440,62063,251782689291,2019-10-02T01:19:13.743,17
T8AB5CVP014,1356651218,1,0,372,0,123456,2019-10-02T00:36:53.493,3
T8AB8BB2014,-975731575,11,1,431,3820422,85971353635,2019-10-02T00:36:56.933,39
T8AB8NAB014,2130789544,8,0,10335,62073,251782689291,2019-10-02T00:37:09.537,59
T8ABAHEP014,2130789544,8,0,10233,62073,251782689291,2019-10-02T00:37:09.537,6
T8ABD6B2014,434277725,11,0,390,6154732,251782689291,2019-10-02T00:37:01.590,5
T8ABFZJ8014,-2011939737,1,0,95,6154732,251782689291,2019-10-02T00:37:03.720,9
T8ABFS6E014,2142093817,2,1,10,93593,12472129,2019-10-02T00:37:03.877,2
T8ABF7MS014,2119702746,11,0,389,6154732,251782689291,2019-10-02T00:37:04.267,2
T8ABHWZM014,-310233470,8,0,1203,0,123456,2019-10-02T00:37:08.940,6
T8ABJ87F014,-1190567726,11,1,608,3820422,85971353635,2019-10-02T00:37:07.380,37
T8ABK8J4014,104533890,1,0,8260,62073,251782689291,2019-10-02T02:38:26.723,941
T8ABNUVW014,2130789544,8,0,10983,62073,251782689291,2019-10-02T00:37:13.380,182
T8ABRJYN014,-1333051317,11,0,1293,6154732,251782689291,2019-10-02T00:37:12.240,3
T8ABW2Z9014,-1938835898,11,1,248,3820422,85971353635,2019-10-02T00:37:16.537,34
T8ABXUE4014,1976156810,1,0,634,93753,3017911408536,2019-10-02T00:37:20.210,33
T8ABXEX3014,-1190567726,11,1,610,3820422,85971353635,2019-10-02T00:37:22.350,82
T8ABY3NS014,-919545667,11,0,1390,6154732,251782689291,2019-10-02T00:37:18.613,3
T8ABZ7R5014,305439089,8,0,700,0,123456,2019-10-02T00:37:20.223,1
T8ABZS5S014,1791730550,11,0,471,6154732,251782689291,2019-10-02T00:37:20.223,7
T8AC1DX2014,-233022565,11,1,415,3820422,85971353635,2019-10-02T00:37:22.363,76
T8AC2T73014,-96884022,1,2,570,3820422,85971353635,2019-10-02T00:37:29.897,80
T8AC2DS0014,2130789544,8,0,10233,62073,251782689291,2019-10-02T00:37:29.913,6
T8AC2E9Y014,-544575037,11,0,292,62063,251782689291,2019-10-02T01:14:02.727,15
T8AC4XWC014,1523121969,1,0,19,0,123456,2019-10-02T00:37:25.147,6
T8AC5YBG014,-1725110381,11,0,206,62063,251782689291,2019-10-02T03:17:51.877,11
T8AC5URP014,-1725110381,11,0,214,62063,251782689291,2019-10-02T03:19:36.850,13
T8AC5WR1014,1356651218,1,0,365,0,123456,2019-10-02T00:37:26.210,3
T8AC5MRN014,2130789544,8,0,10202,62073,251782689291,2019-10-02T00:37:29.930,6
T8AC5C49014,-88612230,11,0,473,6154732,251782689291,2019-10-02T00:37:26.210,7
T8AC7KMF014,-1304284283,2,1,500,93593,12472129,2019-10-02T00:37:27.897,4
T8AC7369014,-1304284283,11,1,500,3820422,85971353635,2019-10-02T00:37:43.700,57
T8AC7H3B014,1858350739,11,0,86,6154732,251782689291,2019-10-02T00:37:27.770,2
T8AC8XJE014,2130789544,8,0,10353,62073,251782689291,2019-10-02T00:37:29.930,304
T8ACB384014,-1190567726,11,1,451,3820422,85971353635,2019-10-02T00:37:43.733,88
T8ACBDAN014,-1929069691,8,0,605,0,123456,2019-10-02T00:37:32.040,1
T8ACDZ08014,845875815,1,0,863,6154732,251782689291,2019-10-02T00:37:34.133,10
T8ACEHFE014,811694220,8,0,687,0,123456,2019-10-02T00:37:34.697,2
T8ACENUS014,1383566094,1,2,372,3820422,85971353635,2019-10-02T00:37:34.697,34
T8ACENF4014,-1,8,0,1643,779763,270748224244,2019-10-02T00:37:37.840,18
T8ACF65T014,1739216517,11,0,1128,6154732,251782689291,2019-10-02T00:37:35.760,3
T8ACF4T8014,-1773957255,11,0,304,6154732,251782689291,2019-10-02T00:37:40.983,4
T8ACGGWZ014,2046654329,8,0,2782,779763,270748224244,2019-10-02T00:37:39.937,8
T8ACH4HY004,907611778,11,1,708,3820422,85971353635,2019-10-02T00:37:43.700,157
T8ACKTRE004,907611778,11,1,94,3820422,85971353635,2019-10-02T00:37:43.717,156
T8ACKFFD004,-317190526,8,0,218,6154732,251782689291,2019-10-02T00:38:05.737,299
T8ACM7UN004,-317190526,1,2,218,3820422,85971353635,2019-10-02T00:38:05.753,160
T8ACM200004,-317190526,8,0,218,93623,561692980667,2019-10-02T00:38:10.690,153
T8ACMW3G014,-678596157,11,0,421,62063,251782689291,2019-10-02T01:15:33.050,12
T8ACMERV014,262439302,2,1,194,1235813,12472129,2019-10-02T00:37:41.297,2
T8ACPN79004,907611778,11,1,69,3820422,85971353635,2019-10-02T00:37:43.750,148
T8ACSXYK004,907611778,11,1,127,3820422,85971353635,2019-10-02T00:37:50.593,161
T8ACSYMK004,-317190526,8,0,213,6154732,251782689291,2019-10-02T00:38:10.707,294
T8ACS9Z8014,582823343,8,0,651,0,123456,2019-10-02T00:37:44.797,3
T8ACSVCA004,-317190526,1,2,213,3820422,85971353635,2019-10-02T00:38:10.707,156
T8ACS3KM004,890834562,8,0,405,6154732,251782689291,2019-10-02T01:51:22.377,363
T8ACTPNU004,-317190526,8,0,213,93623,561692980667,2019-10-02T00:38:14.487,150
T8ACTEGT004,890834562,1,2,405,3820422,85971353635,2019-10-02T01:51:22.457,130
T8ACTGP0004,890834562,8,0,405,93623,561692980667,2019-10-02T01:51:22.487,166
T8ACUKAU004,907611778,11,1,301,3820422,85971353635,2019-10-02T00:37:50.610,169
T8ACUSV1014,1996814976,8,0,1521,0,123456,2019-10-02T00:37:46.357,2
T8ACV3XR014,-310233470,8,0,1225,0,123456,2019-10-02T00:37:50.000,6
T8ACV2XB014,-1297809019,11,0,586,6154732,251782689291,2019-10-02T00:37:49.983,3
T8ACV76C014,2130789544,8,0,10224,62073,251782689291,2019-10-02T00:37:50.640,5
T8ACWM4X004,907611778,11,1,81,3820422,85971353635,2019-10-02T00:37:50.623,163
T8ACWYE8004,-317190526,8,0,216,6154732,251782689291,2019-10-02T00:38:14.503,292
T8ACWTTS004,-317190526,1,2,216,3820422,85971353635,2019-10-02T00:38:14.520,153
T8ACX9SE004,890834562,8,0,405,6154732,251782689291,2019-10-02T01:51:36.550,354
T8ACXVRF004,-317190526,8,0,216,93623,561692980667,2019-10-02T00:38:14.520,152
T8ACXC1H004,890834562,1,2,405,3820422,85971353635,2019-10-02T01:51:53.060,115
T8ACX23V004,890834562,8,0,405,93623,561692980667,2019-10-02T01:52:20.470,192
T8ACYTV8004,907611778,11,1,73,3820422,85971353635,2019-10-02T00:37:50.640,158
T8ACYPVH014,2130789544,8,0,10199,62073,251782689291,2019-10-02T00:38:05.720,6
T8ACZHTV014,-1571195782,1,0,4983,6154732,251782689291,2019-10-02T00:37:51.783,121
T8ACZ59G014,-1659649371,11,1,489,3820422,85971353635,2019-10-02T00:37:56.097,9
T8AD0J52014,-1666758798,1,0,1490,6154732,251782689291,2019-10-02T00:37:52.313,94
T8AD0PP2014,1288356490,1,0,24,6154732,251782689291,2019-10-02T00:37:54.893,11
T8AD0ZKB004,-317190526,8,0,216,6154732,251782689291,2019-10-02T00:39:09.070,259
T8AD1B45004,-317190526,1,2,216,3820422,85971353635,2019-10-02T00:39:09.087,148
T8AD1Z5P004,-317190526,8,0,216,93623,561692980667,2019-10-02T00:39:09.117,98
T8AD1BZV004,907611778,11,1,136,3820422,85971353635,2019-10-02T00:38:05.707,154
T8AD26VF004,890834562,8,0,405,93623,561692980667,2019-10-02T01:56:23.690,119
T8AD273U014,210625995,11,0,669,6154732,251782689291,2019-10-02T00:37:55.487,2
T8AD3YNS014,838429090,8,0,852,0,123456,2019-10-02T00:37:56.143,2
T8AD3P9G014,-1393995193,11,1,190,3820422,85971353635,2019-10-02T00:37:56.720,31
T8AD74EY014,2130789544,8,0,10219,62073,251782689291,2019-10-02T00:38:05.720,7
T8ADACAA014,850281883,8,0,68,0,123456,2019-10-02T00:38:02.503,2
T8ADHHCH014,1739216517,11,0,720,6154732,251782689291,2019-10-02T00:38:10.673,3
T8ADJBYV014,838429090,8,0,852,0,123456,2019-10-02T00:38:10.673,2
T8ADK5XW014,1001079495,1,2,685,3820422,85971353635,2019-10-02T00:55:52.170,610
T8ADM544014,81940283,11,0,568,6154732,251782689291,2019-10-02T00:38:12.800,8
T8ADN5F1014,1356651218,1,0,362,6154732,251782689291,2019-10-02T00:38:14.487,17
T8ADR81K014,838429090,8,0,852,0,123456,2019-10-02T00:38:15.610,2
T8ADRKMK014,2130789544,8,0,10190,62073,251782689291,2019-10-02T00:38:48.787,8
T8ADVRFD014,-310233470,8,0,1265,0,123456,2019-10-02T00:38:21.393,5
T8ADWZ4V014,-1379870333,11,0,416,6154732,251782689291,2019-10-02T00:58:05.620,14
T8ADX0B4014,-1901914678,11,0,23437,6154732,251782689291,2019-10-02T00:38:24.550,15
T8ADX7MP014,-1497853601,8,0,801,779763,270748224244,2019-10-02T00:38:24.567,11
T8ADYJCZ014,-237063565,8,0,2044,779763,270748224244,2019-10-02T00:38:24.567,12
T8ADYGS5014,1001079495,1,2,538,3820422,85971353635,2019-10-02T01:00:40.410,414
T8ADYTZ9014,-1908718125,8,0,531,6409862,251782689291,2019-10-02T00:38:22.957,12
T8ADZXEZ014,-353299517,8,0,20992,62073,251782689291,2019-10-02T00:52:30.983,509
T8ADZYGA014,2130789544,8,0,10215,62073,251782689291,2019-10-02T00:39:00.333,6
T8ADZ48X014,-1934302679,1,0,373,6154732,251782689291,2019-10-02T00:39:00.443,154
T8AE15BF014,756570237,1,0,21,6154732,251782689291,2019-10-02T00:38:26.130,20
T8AE312T004,-317190526,8,0,215,6154732,251782689291,2019-10-02T00:39:11.773,258
T8AE34XV004,-317190526,1,2,215,3820422,85971353635,2019-10-02T00:39:11.790,148
T8AE339Y004,907611778,11,1,196,3820422,85971353635,2019-10-02T00:38:48.867,147
T8AE4SNY004,-317190526,8,0,215,93623,561692980667,2019-10-02T00:39:11.803,99
T8AE3YZG014,2130789544,8,0,10319,62073,251782689291,2019-10-02T00:39:00.413,273
T8AE42W6014,-85168226,1,0,6810,6154732,251782689291,2019-10-02T00:38:29.367,41
T8AE56F2004,890834562,8,0,405,93623,561692980667,2019-10-02T01:51:36.533,176
T8AE5GSA004,907611778,11,1,725,3820422,85971353635,2019-10-02T00:39:00.350,161
T8AE7R9K014,1996939844,6,1,485,4032492,85971353635,2019-10-02T00:38:31.473,76
T8AE7G4S014,2126430885,11,0,311,6154732,251782689291,2019-10-02T00:38:32.037,2
T8AE777C014,490967762,8,0,735,2938612,3257319537,2019-10-02T00:38:34.693,10
T8AE7HDS014,-862826682,11,0,1769,6154732,251782689291,2019-10-02T00:38:32.570,3
T8AE8NG3004,-317190526,8,0,216,6154732,251782689291,2019-10-02T00:39:11.803,260
T8AE8ATX004,907611778,11,1,1321,3820422,85971353635,2019-10-02T00:39:00.350,162
T8AE8308004,-317190526,1,2,216,3820422,85971353635,2019-10-02T00:39:11.820,153
T8AE89G4014,-1659649371,11,1,494,3820422,85971353635,2019-10-02T00:38:35.787,11
T8AE83FR004,-317190526,8,0,216,93623,561692980667,2019-10-02T00:39:32.820,80
T8AE9V23004,890834562,8,0,405,6154732,251782689291,2019-10-02T01:51:53.043,343
T8AEA9H2004,890834562,1,2,405,3820422,85971353635,2019-10-02T01:51:53.077,122
T8AEA49M014,-1538444411,11,1,335,3820422,85971353635,2019-10-02T00:38:34.163,38
T8AEARHT004,890834562,8,0,405,93623,561692980667,2019-10-02T01:56:23.660,136
T8AEB2VA014,-466071935,1,0,536,6154732,251782689291,2019-10-02T00:38:35.803,30
T8AECN1T004,-317190526,8,0,216,6154732,251782689291,2019-10-02T00:39:33.947,248
T8AEC9UU004,-317190526,1,2,216,3820422,85971353635,2019-10-02T00:39:33.977,168
T8AECRWX014,-393561051,11,0,431,62063,251782689291,2019-10-02T02:31:30.733,19
T8AED46D014,-765974901,11,1,574,3820422,85971353635,2019-10-02T00:38:48.757,80
T8AEERS0014,1234318457,11,1,169,3820422,85971353635,2019-10-02T00:38:48.850,76
T8AEEH6J014,-1929069691,11,0,605,6154732,251782689291,2019-10-02T00:38:39.490,3
T8AEEPSS014,-149857639,11,1,168,3820422,85971353635,2019-10-02T00:38:39.490,27
T8AEG1ME014,327160010,11,1,139,3820422,85971353635,2019-10-02T00:38:41.117,28
T8AEJPW9014,1523121969,1,0,21,0,123456,2019-10-02T00:38:42.710,6
T8AEPYHX014,1801244048,8,0,4675,0,123456,2019-10-02T00:38:47.413,2
T8AETWSK014,2116325832,1,2,491,3820422,85971353635,2019-10-02T01:04:44.620,376
T8AET9WB014,530962838,11,0,451,62063,251782689291,2019-10-02T01:24:08.723,11
T8AEUNSX014,-779319232,11,0,1278,6154732,251782689291,2019-10-02T00:39:09.053,3
T8AEWCAV014,-1,8,0,1603,779763,270748224244,2019-10-02T00:38:56.130,8
T8AEW63F014,2078399805,11,0,500,6154732,251782689291,2019-10-02T00:38:53.710,8
T8AEXXGN014,349615105,8,0,1354,0,123456,2019-10-02T00:38:54.680,3
T8AEXXP3014,576734319,1,1,579,122842,80909256287,2019-10-02T01:00:17.707,264
T8AEYFY0014,-530126204,1,0,1281,6154732,251782689291,2019-10-02T00:38:55.413,11
T8AEZ5FA014,-2027050569,8,0,2040,893803,3257319537,2019-10-02T00:38:58.397,7
T8AF1MBN014,1558898322,1,2,306,3820422,85971353635,2019-10-02T01:07:21.070,422
T8AF1WFU014,-1766725285,11,0,3338,6154732,251782689291,2019-10-02T00:39:22.040,27
T8AF2Z1C014,279104961,11,1,17,3820422,85971353635,2019-10-02T01:06:03.510,502
T8AF3B2E014,844130381,11,1,691,3820422,85971353635,2019-10-02T00:39:02.787,12
T8AF48E3014,213831862,1,0,24,6154732,251782689291,2019-10-02T00:39:01.083,14
T8AF4YN1014,1996814976,8,0,1583,0,123456,2019-10-02T00:39:01.130,3
T8AF45W3014,1893746290,11,0,1099,6154732,251782689291,2019-10-02T00:39:03.943,4
T8AF4BKX014,1009934927,1,2,334,3820422,85971353635,2019-10-02T01:18:03.800,252
T8AF51S4014,1558898322,1,2,456,3820422,85971353635,2019-10-02T01:11:12.827,394
T8AF6ZAZ014,-1407944089,1,1,820,4032492,85971353635,2019-10-02T00:39:09.040,81
T8AF79N6014,1842272672,1,2,564,3820422,85971353635,2019-10-02T01:09:46.810,718
T8AF7W3C014,710725021,11,0,280,6154732,251782689291,2019-10-02T00:39:04.490,3
T8AFAG3P014,2058257107,11,0,360,6154732,251782689291,2019-10-02T00:39:06.773,3
T8AFBHGY014,1842272672,1,2,1473,3820422,85971353635,2019-10-02T01:12:07.410,682
T8AFB0FD014,939882956,1,0,345,6154732,251782689291,2019-10-02T03:42:50.777,145
T8AFDU9E014,37587726,1,2,2275,3820422,85971353635,2019-10-02T02:21:09.237,1017
T8AFE9B7014,-1369775232,8,0,10199,62073,251782689291,2019-10-02T00:58:57.317,19
T8AFEJ68014,1616978859,8,0,1041,62463,251782689291,2019-10-02T00:39:12.900,14
T8AFGZK8014,1727415402,8,0,221,779763,270748224244,2019-10-02T00:39:15.023,10
T8AFHU9G014,1858350739,11,0,142,6154732,251782689291,2019-10-02T00:39:13.430,2
T8AFHKX0014,-270763587,11,1,257,3820422,85971353635,2019-10-02T00:39:13.977,27
T8AFK2CX014,-1304284283,1,2,1501,3820422,85971353635,2019-10-02T00:39:16.150,59
T8AFKFTS014,1817419910,8,0,164,0,123456,2019-10-02T00:39:16.180,2
T8AFM8WX014,1048523653,11,0,264,6154732,251782689291,2019-10-02T00:39:16.710,2
T8AFMM1Y014,-862826682,11,0,1914,6154732,251782689291,2019-10-02T00:39:17.243,3
T8AFNFS7014,-310233470,8,0,1247,0,123456,2019-10-02T00:39:19.900,6
T8AFP8W5014,2130789544,8,0,10190,62073,251782689291,2019-10-02T00:39:24.227,22
T8AFPNXB014,-697464050,1,2,2404,3820422,85971353635,2019-10-02T00:50:39.470,493
T8AFS0FC014,-678596157,11,0,432,62063,251782689291,2019-10-02T01:18:22.863,11
T8AFSFKS014,126068118,11,1,506,3820422,85971353635,2019-10-02T00:39:24.243,81
T8AFS482014,-393561051,11,0,431,62063,251782689291,2019-10-02T02:33:12.080,19
T8AFS9VR014,-544575037,11,0,292,62063,251782689291,2019-10-02T01:18:22.880,15
T8AFT4BW004,890834562,8,0,405,6154732,251782689291,2019-10-02T01:56:25.830,184
T8AFTTKC004,907611778,8,0,536,6154732,251782689291,2019-10-02T00:39:24.243,255
T8AFTW84004,-317190526,8,0,216,93623,561692980667,2019-10-02T00:39:33.930,79
T8AFTUH9004,890834562,1,2,405,3820422,85971353635,2019-10-02T01:56:25.880,128
T8AFTKVT004,907611778,1,2,536,3820422,85971353635,2019-10-02T00:39:24.257,143
T8AFTJH0014,-351445375,1,2,711,3820422,85971353635,2019-10-02T00:39:22.053,37
T8AFT4CV014,1801244048,8,0,4675,0,123456,2019-10-02T00:39:22.053,1
T8AFTDB5014,262439302,2,1,194,1235813,12472129,2019-10-02T00:39:22.367,3
T8AFTY20004,890834562,8,0,405,93623,561692980667,2019-10-02T01:56:45.130,169
T8AFUJET004,907611778,8,0,536,93623,561692980667,2019-10-02T00:39:32.803,90
T8AFU497014,262439302,2,1,194,1235813,12472129,2019-10-02T00:39:22.900,4
T8AFU9P6014,1736845429,11,0,626,6154732,251782689291,2019-10-02T00:39:22.600,8
T8AFUPWD014,262439302,2,1,194,1235813,12472129,2019-10-02T00:39:23.447,3
T8AFVDRN014,262439302,2,1,194,1235813,12472129,2019-10-02T00:39:23.460,2
T8AFV1P6014,-1662504645,8,0,3271,6409862,251782689291,2019-10-02T00:39:24.227,10
T8AFXB2N004,-317190526,8,0,215,6154732,251782689291,2019-10-02T00:39:33.960,255
T8AFX3KY014,746825110,11,1,284,3820422,85971353635,2019-10-02T01:03:25.390,466
T8AFXPAE014,939882956,1,0,342,6154732,251782689291,2019-10-02T03:39:53.873,86
T8AFXZXS014,-1994377086,11,1,550,3820422,85971353635,2019-10-02T01:07:56.760,589
T8AFXESK014,939882956,1,0,348,6154732,251782689291,2019-10-02T03:43:39.997,114
T8AFXCR8004,-317190526,1,2,215,3820422,85971353635,2019-10-02T00:39:33.993,160
T8AFX8FE014,1739216517,8,0,720,6154732,251782689291,2019-10-02T00:39:25.803,33
T8AFX3YW004,890834562,8,0,405,6154732,251782689291,2019-10-02T01:56:48.473,179
T8AFXD4C004,-317190526,8,0,215,93623,561692980667,2019-10-02T00:39:47.463,68
T8AFXB7S004,890834562,1,2,405,3820422,85971353635,2019-10-02T01:56:48.503,107
T8AFY3V2004,890834562,8,0,405,93623,561692980667,2019-10-02T01:56:54.223,200
T8AFYWJW014,2130789544,8,0,10215,62073,251782689291,2019-10-02T00:39:32.803,6
T8AG0916014,262796746,5,0,1115,681093,1269791,2019-10-02T00:39:28.930,2
T8AG1RFG004,-317190526,8,0,216,6154732,251782689291,2019-10-02T00:39:47.447,259
T8AG1XT7004,890834562,8,0,405,6154732,251782689291,2019-10-02T01:56:55.943,219
T8AG2R29014,1914616458,8,0,1345,0,123456,2019-10-02T00:39:31.040,1
T8AG4724014,-831917647,1,2,20,3820422,85971353635,2019-10-02T00:39:32.773,18
T8AG4CPA014,349615105,8,0,1354,0,123456,2019-10-02T00:39:32.790,2
T8AG6UCJ014,2130789544,8,0,10693,62073,251782689291,2019-10-02T00:39:47.430,293
T8AG7G0M014,1356651218,1,0,368,6154732,251782689291,2019-10-02T00:39:35.553,8
T8AG87PT014,898833046,1,0,1251,6154732,251782689291,2019-10-02T00:39:36.617,13
T8AGA65F014,1781544394,8,0,1032,62073,251782689291,2019-10-02T00:39:40.320,3
T8AGAKXJ014,-765350985,11,1,205,3820422,85971353635,2019-10-02T00:39:39.227,27
T8AGD7GB014,-678596157,11,0,438,62063,251782689291,2019-10-02T01:24:08.740,11
T8AGEC2U014,912061388,11,0,342,6154732,251782689291,2019-10-02T00:39:42.960,4
T8AGFSD7014,1468536182,11,0,1308,6154732,251782689291,2019-10-02T00:39:43.710,4
T8AGG9EV014,1417514102,1,0,20,0,123456,2019-10-02T00:39:44.260,4
T8AGM5PP014,-310233470,8,0,1286,0,123456,2019-10-02T00:39:51.680,6
T8AGN2D7014,-664058039,22,0,572,0,123456,2019-10-02T00:39:49.963,5
T8AGN71H014,1138844480,1,1,146,3820442,28272785,2019-10-02T00:40:00.150,51
T8AGP12S014,279104961,11,1,17,3820422,85971353635,2019-10-02T01:07:56.777,599
T8AGPH33014,378344046,8,0,76,0,123456,2019-10-02T00:39:50.620,2
T8AGP3FU014,1739216517,1,0,720,6154732,251782689291,2019-10-02T00:40:00.150,61
T8AGPGAC014,-1040385408,1,0,1494,6154732,251782689291,2019-10-02T00:39:51.150,9
T8AGRK1J014,2130789544,8,0,10209,62073,251782689291,2019-10-02T00:40:00.167,7
T8AGTFKV014,-1631231080,11,0,544,6154732,251782689291,2019-10-02T00:39:53.243,8
T8AGUPJ2014,-1334811883,8,0,3921,0,123456,2019-10-02T00:39:54.807,2
T8AGVHT5014,-280258974,11,0,2591,6154732,251782689291,2019-10-02T00:39:55.853,6
T8AGV9RC014,-1725110381,11,0,197,62063,251782689291,2019-10-02T03:19:36.787,11
T8AGXRCX014,-1624199108,11,1,30,3820422,85971353635,2019-10-02T00:39:57.993,19
T8AGYZEU004,890834562,1,2,405,3820422,85971353635,2019-10-02T01:56:48.473,109
T8AGYJ55004,890834562,8,0,405,93623,561692980667,2019-10-02T01:56:48.550,194
T8AGZ9KK014,2130789544,8,0,10180,62073,251782689291,2019-10-02T00:40:00.180,7
T8AGZY7M004,907611778,11,1,728,3820422,85971353635,2019-10-02T00:40:00.167,145
T8AH1GMF004,907611778,11,1,142,3820422,85971353635,2019-10-02T00:40:10.353,136
T8AH11BG014,1340705403,8,0,1431,779763,270748224244,2019-10-02T00:40:03.870,11
T8AH158C004,-317190526,8,0,216,6154732,251782689291,2019-10-02T00:40:46.017,203
T8AH11WD004,-317190526,1,2,216,3820422,85971353635,2019-10-02T00:40:46.033,149
T8AH1D28014,-1930523042,11,0,198,62063,251782689291,2019-10-02T01:16:02.540,10
T8AH2D93004,-317190526,8,0,216,93623,561692980667,2019-10-02T00:40:46.033,9
T8AH2ZDA004,890834562,8,0,405,6154732,251782689291,2019-10-02T01:56:55.913,206
T8AH29NU014,-1040385408,1,0,1494,6154732,251782689291,2019-10-02T00:40:03.323,10
T8AH226Y004,890834562,1,2,405,3820422,85971353635,2019-10-02T01:57:05.570,168
T8AH3U1W004,907611778,11,1,366,3820422,85971353635,2019-10-02T00:40:10.370,137
T8AH3FU4004,890834562,8,0,405,93623,561692980667,2019-10-02T01:58:49.077,160
T8AH4JSE014,-1930523042,11,0,213,62063,251782689291,2019-10-02T01:19:13.760,11
T8AH50BW014,32227707,11,0,1015,6154732,251782689291,2019-10-02T00:40:05.463,3
T8AH5R55004,907611778,11,1,424,3820422,85971353635,2019-10-02T00:40:10.430,142
T8AH5UAS014,-149120375,1,0,1382,6154732,251782689291,2019-10-02T00:40:06.087,17
T8AH6C6T004,-317190526,8,0,218,6154732,251782689291,2019-10-02T00:40:46.050,203
T8AH6V0N004,-317190526,1,2,218,3820422,85971353635,2019-10-02T00:40:50.800,148
T8AH6KP2004,-317190526,8,0,218,93623,561692980667,2019-10-02T00:40:50.813,6
T8AH7AR8014,1739216517,1,0,768,6154732,251782689291,2019-10-02T00:40:10.307,69
T8AH71YF014,1329706371,11,1,81,3820422,85971353635,2019-10-02T00:40:10.307,76
T8AH7HTU004,890834562,8,0,405,6154732,251782689291,2019-10-02T01:59:00.347,159
T8AH7RSB004,907611778,11,1,398,3820422,85971353635,2019-10-02T00:40:41.813,113
T8AH7AK8014,1801244048,11,0,4675,6154732,251782689291,2019-10-02T00:40:07.870,5
T8AH7DCR014,305439089,8,0,1381,0,123456,2019-10-02T00:40:07.807,2
T8AH746E004,890834562,1,2,405,3820422,85971353635,2019-10-02T01:59:11.443,113
T8AH7ESC014,1107955706,8,0,2112148,1530903,64062981615,2019-10-02T01:45:50.077,2208
T8AH8VE7004,890834562,8,0,405,93623,561692980667,2019-10-02T01:59:23.663,156
T8AH8Y74014,1862063242,11,0,1099,6154732,251782689291,2019-10-02T00:40:09.010,73
